loss,acc,acc_5,val_loss,val_acc,val_acc_5
2.033395528793335,21.428572,55.714287,2.1153640747070312,14.285715,50.000004
1.9699463605880738,35.714287,55.714287,1.9766303300857544,35.714287,64.28572
1.9327547073364257,32.857143,62.857143,2.0318315029144287,35.714287,50.000004
1.8804931879043578,35.714287,65.71429,2.029280424118042,42.857143,50.000004
1.847486138343811,37.142857,67.14286,1.9572852849960327,42.857143,57.14286
1.7582232713699342,38.57143,82.85714,1.9562318325042725,50.000004,57.14286
1.7291335344314576,40.0,80.0,1.9747860431671143,42.857143,57.14286
1.6518064260482788,48.57143,87.14286,1.9505946636199951,35.714287,64.28572
1.6964872121810912,40.0,81.42857,1.9418797492980957,28.57143,64.28572
1.6589519023895263,41.42857,84.28571,1.9398505687713623,28.57143,64.28572
1.6019386529922486,44.285713,80.0,1.9545323848724365,21.428572,64.28572
1.5956307649612427,45.714287,88.57143,1.946284294128418,28.57143,71.42857
1.5458210706710815,50.0,91.42857,1.9779565334320068,21.428572,71.42857
1.4788546800613402,51.428574,88.57143,2.001133441925049,14.285715,71.42857
1.4259578943252564,58.57143,98.57143,2.033902168273926,14.285715,64.28572
1.3865533590316772,60.0,91.42857,1.961801290512085,21.428572,71.42857
1.313074278831482,68.57143,94.28571,1.9947311878204346,21.428572,71.42857
1.288944697380066,68.57143,94.28571,2.0535104274749756,21.428572,71.42857
1.268095064163208,70.0,91.42857,2.0962979793548584,21.428572,78.571434
1.2694087743759155,62.857143,91.42857,2.1791939735412598,21.428572,78.571434
1.1575412154197693,75.71429,97.14286,2.143317222595215,28.57143,78.571434
1.1627776622772217,77.14286,100.0,2.155170202255249,14.285715,71.42857
1.1129298210144043,74.28571,97.14286,2.2628087997436523,21.428572,71.42857
1.081200635433197,82.85714,98.57143,2.2287635803222656,21.428572,78.571434
1.0378557443618774,78.57143,98.57143,2.2595183849334717,21.428572,71.42857
1.0275174140930177,85.71429,100.0,2.330575704574585,21.428572,71.42857
1.0108007550239564,87.14286,100.0,2.654179811477661,21.428572,71.42857
0.9788684725761414,88.57143,98.57143,2.4877679347991943,21.428572,64.28572
0.9120898485183716,87.14286,100.0,2.6094703674316406,14.285715,64.28572
0.8920030355453491,91.42857,100.0,2.367297410964966,14.285715,71.42857
0.8783970952033997,90.0,100.0,2.7000019550323486,14.285715,71.42857
0.9010701179504395,90.0,100.0,2.810324192047119,14.285715,71.42857
0.8073045969009399,94.28571,100.0,2.462824821472168,14.285715,71.42857
0.7975900292396545,94.28571,100.0,2.7420504093170166,14.285715,64.28572
0.7951720714569092,95.71429,100.0,2.850567579269409,14.285715,71.42857
0.7713688373565674,92.85714,98.57143,2.9923715591430664,14.285715,64.28572
0.7681244373321533,94.28571,98.57143,2.9534640312194824,14.285715,57.14286
0.7182823419570923,95.71429,100.0,2.7899296283721924,14.285715,64.28572
0.7501917243003845,94.28571,100.0,3.0978188514709473,14.285715,50.000004
0.720792829990387,97.14286,100.0,2.858391523361206,21.428572,71.42857
0.7034270405769348,98.57143,100.0,2.85244083404541,14.285715,78.571434
0.6914570450782775,98.57143,100.0,3.2063474655151367,14.285715,64.28572
0.6963184475898743,95.71429,100.0,3.516937494277954,21.428572,50.000004
0.687641191482544,98.57143,100.0,3.6160573959350586,21.428572,57.14286
0.6863133192062378,98.57143,100.0,3.6266589164733887,21.428572,64.28572
0.6420668125152588,98.57143,100.0,3.1454460620880127,21.428572,50.000004
0.6785301566123962,97.14286,100.0,3.5769567489624023,14.285715,64.28572
0.6286204099655152,100.0,100.0,3.7655253410339355,14.285715,57.14286
0.6404157996177673,98.57143,100.0,3.7130284309387207,21.428572,64.28572
0.6709643006324768,97.14286,100.0,3.4603872299194336,21.428572,64.28572
0.6471875309944153,97.14286,100.0,3.171809673309326,21.428572,71.42857
0.6464720368385315,97.14286,98.57143,3.4151337146759033,14.285715,64.28572
0.6112109422683716,100.0,100.0,3.4788928031921387,14.285715,71.42857
0.6328858494758606,97.14286,100.0,3.617891788482666,14.285715,71.42857
0.6087378263473511,100.0,100.0,3.479391098022461,14.285715,71.42857
0.6414555668830871,95.71429,100.0,3.3563790321350098,21.428572,64.28572
0.6267796158790588,98.57143,100.0,3.157956838607788,14.285715,64.28572
0.6233562350273132,98.57143,100.0,3.5310616493225098,14.285715,42.857143
0.6083503484725952,100.0,100.0,3.3152880668640137,21.428572,71.42857
0.6493600487709046,98.57143,100.0,3.518834114074707,21.428572,57.14286
0.6006404519081116,98.57143,100.0,3.357506513595581,21.428572,64.28572
0.6011505365371704,100.0,100.0,3.615483522415161,21.428572,57.14286
0.6432766079902649,98.57143,100.0,3.18501615524292,21.428572,78.571434
0.5953290939331055,100.0,100.0,3.708080530166626,21.428572,64.28572
0.6669883608818055,97.14286,100.0,3.4239580631256104,21.428572,57.14286
0.6046096324920655,100.0,100.0,3.595607042312622,21.428572,78.571434
0.5883012056350708,100.0,100.0,3.6268322467803955,21.428572,64.28572
0.6058831095695496,100.0,100.0,3.52708101272583,21.428572,57.14286
0.5859978079795838,100.0,100.0,3.938481092453003,21.428572,64.28572
0.5773947358131408,100.0,100.0,3.7093348503112793,21.428572,50.000004
0.6189072608947754,98.57143,100.0,3.71675968170166,21.428572,42.857143
0.598444139957428,100.0,100.0,3.6160154342651367,21.428572,57.14286
0.6055451989173889,100.0,100.0,3.6425766944885254,21.428572,50.000004
0.6131434679031372,98.57143,100.0,4.04849910736084,21.428572,57.14286
0.5938597798347474,100.0,100.0,3.70247220993042,21.428572,50.000004
0.5896621942520142,100.0,100.0,3.7847559452056885,21.428572,78.571434
0.6148388028144837,100.0,100.0,3.8010776042938232,21.428572,64.28572
0.5963121652603149,100.0,100.0,3.8775203227996826,21.428572,50.000004
0.5901844143867493,100.0,100.0,3.607999324798584,21.428572,71.42857
0.6143443584442139,98.57143,100.0,3.8454198837280273,21.428572,71.42857
0.5990794062614441,100.0,100.0,3.483370780944824,21.428572,71.42857
0.5931161999702453,100.0,100.0,3.8871216773986816,21.428572,57.14286
0.6068947076797485,100.0,100.0,3.9452199935913086,21.428572,35.714287
0.6293805003166199,98.57143,100.0,3.8047873973846436,14.285715,71.42857
0.6026303887367248,100.0,100.0,3.817190170288086,21.428572,57.14286
0.5983880758285522,100.0,100.0,3.747807264328003,21.428572,64.28572
0.6211605548858643,97.14286,100.0,3.5322840213775635,21.428572,78.571434
0.5920457482337952,100.0,100.0,3.6605188846588135,21.428572,50.000004
0.626625394821167,97.14286,100.0,3.67874813079834,14.285715,71.42857
0.5816448211669922,100.0,100.0,3.603757858276367,21.428572,71.42857
0.5863835930824279,100.0,100.0,3.6159820556640625,21.428572,64.28572
0.5870919346809387,100.0,100.0,3.6400246620178223,21.428572,78.571434
0.5847814083099365,100.0,100.0,3.6390786170959473,14.285715,85.71429
0.5873579025268555,98.57143,100.0,3.7069475650787354,21.428572,64.28572
