loss,acc,acc_5,val_loss,val_acc,val_acc_5
2.985926633383952,20.971514,59.526466,2.512370753288269,34.099575,77.28284
2.6468687629213137,30.226934,70.79347,2.348009023423922,40.646187,79.61335
2.4420297818929972,37.12266,76.971725,2.0921111118995537,50.02648,87.3411
2.304583358724101,41.873936,80.90455,2.007601493496006,52.695972,88.49046
2.193388022938553,46.13361,83.31207,1.921048372680858,54.984108,90.56144
2.1079617051445707,48.987564,85.3396,1.8452516539622161,58.62288,91.15466
2.0397837214729413,51.299423,86.819725,1.8194769962359283,60.466103,91.0911
1.981751074799064,53.818558,87.82153,1.8049087195073144,59.104874,92.13453
1.9330564881263137,55.41029,88.91901,1.718912240812334,62.8072,93.093216
1.8770240030321135,57.379356,89.76934,1.7893411353483037,60.174786,91.7161
1.8579706421920232,57.881588,90.26626,1.6484375381873826,66.03813,94.004234
1.805917706011104,60.323658,90.88276,1.6357611928955984,66.28708,94.18962
1.7853383073190443,60.674423,91.26009,1.7093495003247665,63.585804,93.056145
1.7506589816541087,62.364475,91.92442,1.6989419828026981,63.7447,93.38983
1.7319269510758977,62.683353,92.288475,1.6963760555800744,63.665253,92.92902
1.6987980669047558,64.126274,92.72427,1.638564018677857,66.12288,93.97246
1.6797295697286827,64.75606,92.88106,1.622880044832068,66.73729,94.18962
1.6688245030082003,65.547935,93.0591,1.5747238561258479,68.495766,94.58686
1.6393779828434898,66.70918,93.46567,1.5356274404768215,69.73517,95.444916
1.6257432658656115,67.208755,93.80846,1.5608778987900684,68.818855,95.1483
1.6153706792665987,67.29379,93.882866,1.529285159151433,70.11652,95.12712
1.5977803182845214,68.19196,94.060905,1.5475595138840756,69.63454,94.90996
1.590759892852939,68.327484,94.39307,1.5577389725184037,68.744705,94.47563
1.577669267346259,68.89084,94.467476,1.541366083945258,70.27542,95.12182
1.5658283845907977,69.25223,94.632225,1.5200068702132015,71.04873,95.317795
1.5523629877843013,69.786354,94.69866,1.5412005505319368,69.581566,95.11652
1.5389752272440462,70.487885,94.866066,1.4727063593217882,72.43644,95.85805
1.5268961882510153,70.92102,95.076,1.5059173163721118,71.77436,95.65678
1.5165721224684294,71.38074,95.26201,1.574944720631939,68.35805,94.94703
1.5109548213936033,71.545494,95.27264,1.4983086501137686,72.22987,95.64089
1.5016167232779418,71.78199,95.42942,1.4926759938062248,72.1875,95.815674
1.4975290744483065,72.13807,95.55697,1.4785057560872223,72.643005,95.72563
1.4900059797325913,72.480865,95.66858,1.4664809279522653,72.42585,96.318855
1.4802926194911101,72.66953,95.63138,1.4345993383456084,74.3644,95.99576
1.4682763833172467,73.373726,95.75095,1.4695353281700005,72.85487,96.191734
