loss,acc,val_loss,val_acc
2.664614041038111,36.296238,1.9078672263581875,60.67267
2.008422087244436,57.419216,1.7080555430913376,67.00212
1.8137687635259563,64.12096,1.5090697987604949,75.16949
1.6963251419618828,68.54804,1.4615071765447067,76.83263
1.6182655890782673,71.42857,1.4058703604391065,79.09958
1.562584766117083,73.39233,1.3960798348410655,79.79873
1.5248520877085576,74.89902,1.3428542626106132,81.769066
1.4911718907810392,76.23565,1.2910038248967317,83.93538
1.461180894350519,77.04082,1.2877542414907681,83.67055
1.4362889351893444,78.287094,1.271355154958822,84.53919
1.4150036141580464,79.11352,1.285036130476806,83.66525
1.3915234315557545,79.84694,1.2502715882608446,85.132416
1.3821701995369529,80.44483,1.2336114438913637,85.97458
1.367183373898876,80.827484,1.234117432772103,85.70975
1.3523144464509016,81.31909,1.246806345551701,85.4661
1.3389393008079657,81.82664,1.2101001596046705,86.61017
1.3293177714558686,82.04188,1.1840366452427233,87.71186
1.3189857403437297,82.49097,1.1957198537002176,86.93856
1.3036181801030424,83.09418,1.182650747541654,87.494705
1.299900920618148,83.189835,1.180055290157512,87.61652
1.2906816017871001,83.57515,1.1794325988171463,87.706566
1.2886706785279878,83.694725,1.188043597391096,87.06038
1.2725323292673851,84.25542,1.173976567033994,87.632416
1.2683376677993203,84.218216,1.1675705711720354,87.96081
1.264146557876042,84.55304,1.1709708383527853,87.93962
1.254529509211884,84.95164,1.151740775269977,88.76589
1.2473200064938084,85.26254,1.1550364979242875,88.818855
1.2426025352510466,85.33429,1.1475099812119693,89.01483
1.2419101271499582,85.46184,1.1438976578793283,89.29555
1.233430732877887,85.71694,1.1446007805355525,89.04661
1.2261880451724643,86.057076,1.1521517347481292,88.506355
1.224913432890055,85.88966,1.1576320882570945,88.543434
1.2162582424222206,86.445045,1.128180853189048,89.38559
1.219801905507944,86.3175,1.1324111592971673,89.33792
1.2116255054668503,86.4105,1.1334065982850932,89.74046
1.2099119065975656,86.68686,1.1141856634010703,90.01589
1.205415962301955,86.86224,1.1338886075100656,89.21081
1.1977863480039195,87.12532,1.1257996607634981,89.18962
1.1985789430992944,87.06154,1.1163988357883388,89.93644
1.1985561057012908,86.94728,1.1152358960297148,89.931145
1.192151774050427,87.20238,1.124663630380469,89.867584
1.189189867502978,87.39902,1.1142105179317927,89.96292
1.182012254993121,87.57706,1.1233402779546835,89.90996
1.1850252011600806,87.48937,1.1260976886345169,89.27436
1.1842421510187136,87.619576,1.1100164067947258,89.95233
1.1807103211782417,87.81356,1.113888883186599,90.132416
1.1773202841987416,87.76307,1.1081714781664185,90.005295
1.1761137905980454,87.68601,1.1068292031853886,90.418434
1.173666155155824,88.09524,1.1177941427392475,89.80402
1.1683428957551516,88.302505,1.1134413543394057,89.59216
1.1663206945471212,88.480545,1.1246404158867012,89.66102
1.1658738076078647,88.27859,1.1111421154717267,90.29661
1.1618800676193366,88.265305,1.0993706478910932,90.43432
1.159714060677152,88.493835,1.097509833109581,90.97458
1.1638395311881085,88.321106,1.119211768497855,89.59216
1.1557762341028979,88.54432,1.0972073573177143,90.43432
1.1581867492320586,88.4646,1.0987658975488048,90.492584
1.1472460028468345,89.046555,1.092421328415305,90.67796
1.154199068440872,88.639984,1.1041797797558672,90.1589
1.152552072085491,88.70642,1.13010966494932,88.87182
1.078784510594647,91.78093,1.0467288035457416,92.27754
1.0549081693701192,92.615326,1.0375887452545813,92.468216
1.042886410339349,93.0777,1.0385914198422836,92.48411
1.0391921129356436,93.1149,1.02933429479599,92.918434
