loss,acc,val_loss,val_acc
0.7373143076896668,41.42857,0.7239736914634705,35.714287
0.6558702468872071,67.14286,0.5768465399742126,92.85715
0.6149994492530823,70.0,0.5508069396018982,92.85715
0.6455080032348632,62.857143,0.549588143825531,85.71429
0.6091879725456237,67.14286,0.5523630380630493,78.571434
0.5723729610443116,72.85714,0.6113907098770142,78.571434
0.5831349968910218,74.28571,0.6304458379745483,71.42857
0.5475289463996887,85.71429,0.6174583435058594,71.42857
0.5371793925762176,87.14286,0.6478835940361023,64.28572
0.5198988914489746,91.42857,0.6405348181724548,64.28572
0.54547318816185,82.85714,0.6297805905342102,64.28572
0.5162700533866882,85.71429,0.6283330321311951,71.42857
0.4892489731311798,91.42857,0.7228911519050598,64.28572
0.4622515976428986,97.14286,0.8191789984703064,57.14286
0.4670313000679016,88.57143,0.8309930562973022,57.14286
0.4726362943649292,88.57143,0.7689270377159119,64.28572
0.42912428379058837,95.71429,0.7197964787483215,64.28572
0.42077466249465945,95.71429,0.7128251194953918,64.28572
0.41062682271003725,97.14286,0.7235468626022339,57.14286
0.4079633891582489,98.57143,0.8089115023612976,57.14286
0.38997655510902407,98.57143,0.8058865666389465,64.28572
0.39582170844078063,98.57143,0.9578577280044556,64.28572
0.3915862858295441,98.57143,0.8959558606147766,57.14286
0.3976287364959717,98.57143,0.8807092308998108,64.28572
0.36866533756256104,97.14286,0.9751880168914795,57.14286
0.36585370302200315,100.0,1.044008493423462,57.14286
0.36720711588859556,98.57143,1.0519773960113525,57.14286
0.36001654267311095,98.57143,0.9643329381942749,57.14286
0.3667448043823242,100.0,1.044812560081482,64.28572
0.3576480090618134,100.0,1.0291414260864258,57.14286
0.35358558893203734,100.0,1.0391061305999756,64.28572
0.360914546251297,100.0,1.0767743587493896,64.28572
0.36939914226531984,98.57143,1.0969046354293823,64.28572
0.3774038076400757,97.14286,1.106217622756958,64.28572
0.3598697245121002,100.0,1.070638656616211,64.28572
0.3474965512752533,100.0,1.1181862354278564,57.14286
0.359560364484787,100.0,1.1671524047851562,57.14286
0.34403685927391053,100.0,1.1098560094833374,57.14286
0.3680673837661743,98.57143,1.053321361541748,57.14286
0.36158299446105957,100.0,1.1017749309539795,64.28572
0.3576487123966217,100.0,1.2134757041931152,64.28572
0.35132084488868714,100.0,1.2649238109588623,57.14286
